Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Delta_t,Sum Acceleration (g),Corrected_Acc_X(m/s²),Corrected_Acc_Y(m/s²),Corrected_Acc_Z(m/s²),Position X(m),Position Y(m),Position Z(m)
1900-01-01 09:06:31.296,COM12,2024-09-20 13:51:36.104,"-0,022","-0,038","0,999","-0,122","-0,061","0,183","-0,928","0,945","167,223","180,245","-195,975","345,358","19,54",96529,"408,72",,,,,,,,,,,,,,"0,095","0,9390000000000001","-0,02291650348797647","-0,25360882974729515","-0,0071891847370739725","-0,4294330005377319","-0,07630918090835845","-0,17462824266532762"
1900-01-01 09:06:31.388,COM12,2024-09-20 13:51:36.204,"-0,015","-0,029","0,998","0,061","0,122","0,0","-1,016","0,961","167,25","193,453","-189,852","362,076","19,51",96529,"408,72",,,,,,,,,,,,,,"0,092","0,954","0,05168912248866506","-0,15113798097231154","-0,016698068537497335","-0,44336822001867604","-0,10148878988366178","-0,1797656807694593"
1900-01-01 09:06:31.498,COM12,2024-09-20 13:51:36.304,"-0,017","-0,008","0,999","0,122","0,122","-0,061","-1,071","0,972","167,256","201,890","-184,769","372,034","19,49",96529,"408,72",,,,,,,,,,,,,,"0,11","0,974","0,03596574208684444","0,063661559495396","-0,0066848332965232515","-0,45959471000577146","-0,13082453922336928","-0,185989156289896"
1900-01-01 09:06:31.590,COM12,2024-09-20 13:51:36.404,"-0,019","-0,01","0,999","0,122","0,122","0,061","-1,071","0,972","167,256","209,534","-178,789","380,354","19,49",96529,"408,72",,,,,,,,,,,,,,"0,092","0,97","0,016345742086844472","0,044041559495395996","-0,0066848332965232515","-0,47302760581577363","-0,15498712545701018","-0,19125082533601032"
1900-01-01 09:06:31.697,COM12,2024-09-20 13:51:36.504,"-0,029","-0,021","0,999","0,061","0,122","0,244","-1,06","0,978","167,272","216,710","-171,431","388,232","19,47",96529,"408,72",,,,,,,,,,,,,,"0,107","0,949","-0,08120652040811252","-0,06587501555938288","-0,006702372870257989","-0,48958038113390695","-0,18384346684710146","-0,19744711067185222"
1900-01-01 09:06:31.790,COM12,2024-09-20 13:51:36.604,"-0,018","-0,094","0,996","0,671","0,122","1,16","-1,082","0,978","167,316","222,131","-165,165","394,199","19,49",96529,"408,72",,,,,,,,,,,,,,"0,093","0,884","0,027421570641456644","-0,778174479573935","-0,0360619769762458","-0,5037302036010776","-0,21565464324129613","-0,20314456712411508"
1900-01-01 09:06:31.899,COM12,2024-09-20 13:51:36.704,"-0,018","-0,018","0,999","0,244","-0,061","0,0","-1,099","1,016","167,492","223,106","-160,706","396,838","19,54",96529,"408,72",,,,,,,,,,,,,,"0,109","0,963","0,03395741361069002","-0,030555841205660322","-0,006463401773640243","-0,5199109560960076","-0,25330174414729734","-0,20989902281453018"
1900-01-01 09:06:31.991,COM12,2024-09-20 13:51:36.804,"-0,018","-0,015","0,999","0,061","0,061","0,061","-1,104","1,011","167,492","223,158","-159,627","397,345","19,51",96530,"408,64",,,,,,,,,,,,,,"0,092","0,966","0,03330702201312219","-0,00010482317036730748","-0,006462086923528787","-0,5332861943564918","-0,2850781660802637","-0,21565472639089486"
1900-01-01 09:06:32.099,COM12,2024-09-20 13:51:36.904,"-0,018","-0,014","0,999","0,061","0,061","0,061","-1,104","1,016","167,498","223,093","-159,523","397,449","19,49",96530,"408,64",,,,,,,,,,,,,,"0,108","0,967","0,034127121370798624","0,009541899064268583","-0,006446947329644459","-0,5485895022664348","-0,32226962555175603","-0,2224866190872368"
1900-01-01 09:06:32.191,COM12,2024-09-20 13:51:37.004,"-0,018","-0,014","0,999","0,122","0,0","0,0","-1,093","1,011","167,503","223,015","-159,549","397,501","19,49",96530,"408,64",,,,,,,,,,,,,,"0,092","0,967","0,03287194158632223","0,007906907221044646","-0,006498188175886099","-0,5613474253353922","-0,3538843151129009","-0,22836138019698954"
1900-01-01 09:06:32.302,COM12,2024-09-20 13:51:37.104,"-0,019","-0,014","0,999","0,061","0,0","0,0","-1,077","1,005","167,503","222,950","-159,588","397,527","19,57",96530,"408,64",,,,,,,,,,,,,,"0,111","0,966","0,021467522997886374","0,005454847633420801","-0,006568122928419129","-0,576475635513386","-0,3919609161665909","-0,2355303330307053"
1900-01-01 09:06:32.395,COM12,2024-09-20 13:51:37.204,"-0,018","-0,014","0,999","0,122","0,122","0,0","-1,066","1,005","167,514","222,846","-159,627","397,579","19,49",96530,"408,64",,,,,,,,,,,,,,"0,093","0,967","0,03084358907870438","0,0036560981663202874","-0,006603337018761479","-0,588883856217331","-0,4238313116725879","-0,24159386523434243"
1900-01-01 09:06:32.489,COM12,2024-09-20 13:51:37.304,"-0,019","-0,015","0,999","0,122","0,122","0,0","-1,055","1,005","167,514","222,742","-159,653","397,631","19,49",96530,"408,64",,,,,,,,,,,,,,"0,094","0,965","0,020627065987375265","-0,007992559645517233","-0,0066381896433753695","-0,601243237894211","-0,4561150218604084","-0,24778125175267526"
1900-01-01 09:06:32.597,COM12,2024-09-20 13:51:37.404,"-0,019","-0,015","0,999","0,061","0,122","0,0","-1,044","1,005","167,514","222,664","-159,653","397,644","19,51",96530,"408,64",,,,,,,,,,,,,,"0,108","0,965","0,020220535265664696","-0,009831222586518196","-0,006672680800976494","-0,6152075262209046","-0,4933216155841109","-0,2549679940715373"
1900-01-01 09:06:32.690,COM12,2024-09-20 13:51:37.504,"-0,018","-0,015","0,999","0,122","0,061","0,0","-1,027","1,0","167,514","222,638","-159,666","397,657","19,51",96530,"408,64",,,,,,,,,,,,,,"0,093","0,966","0,028566671088941092","-0,012487774313760636","-0,006740249997413628","-0,6269852569195313","-0,5254686336062278","-0,26121487415722944"
1900-01-01 09:06:32.799,COM12,2024-09-20 13:51:37.604,"-0,02","-0,015","0,998","0,122","0,0","0,0","-1,016","0,994","167,514","222,586","-159,731","397,696","19,51",96530,"408,64",,,,,,,,,,,,,,"0,109","0,963","0,00753742369822627","-0,014104414395179954","-0,016601693382314764","-0,6406997117364256","-0,5633138959430196","-0,26873373101975034"
1900-01-01 09:06:32.892,COM12,2024-09-20 13:51:37.704,"-0,02","-0,02","0,999","0,061","0,183","2,014","-1,005","1,0","167,657","221,416","-160,277","397,956","19,51",96530,"408,64",,,,,,,,,,,,,,"0,093","0,959","0,007806006829782192","-0,06470555786519538","-0,006807030736016628","-0,6523335214179526","-0,5961635287838365","-0,2752077764800948"
1900-01-01 09:06:33.001,COM12,2024-09-20 13:51:37.804,"-0,021","-0,029","0,999","0,183","0,061","0,549","-1,011","1,0","167,723","219,154","-162,916","397,085","19,52",96530,"408,64",,,,,,,,,,,,,,"0,109","0,949","-0,001937497856644016","-0,15175692791444184","-0,006788961201236177","-0,6659918661556482","-0,6364677354212593","-0,2828762958612186"
1900-01-01 09:06:33.095,COM12,2024-09-20 13:51:37.904,"-0,02","-0,029","0,999","0,305","0,0","0,305","-1,033","1,005","167,745","214,305","-169,455","392,587","19,46",96530,"408,64",,,,,,,,,,,,,,"0,094","0,95","0,009456105930128855","-0,14817963909882598","-0,006706810490291204","-0,6776870680159742","-0,6725348068950682","-0,2895487757875699"
1900-01-01 09:06:33.189,COM12,2024-09-20 13:51:38.004,"-0,022","-0,029","0,999","0,244","0,183","0,122","-1,093","1,016","167,745","204,763","-180,583","382,642","19,49",96531,"408,55",,,,,,,,,,,,,,"0,094","0,948","-0,0061471107646395295","-0,13854138291785587","-0,0064830485262685755","-0,6894365857470166","-0,7098260300283392","-0,29627853993069925"
1900-01-01 09:06:33.297,COM12,2024-09-20 13:51:38.104,"-0,019","-0,034","0,998","0,122","0,0","0,0","-1,137","1,016","167,739","190,632","-192,231","366,925","19,49",96531,"408,55",,,,,,,,,,,,,,"0,108","0,945","0,024895190897717884","-0,18025248087921292","-0,016146474985376358","-0,7026456541441364","-0,7547737300546045","-0,30419894185597096"
1900-01-01 09:06:33.390,COM12,2024-09-20 13:51:38.204,"-0,022","-0,021","0,999","0,61","-0,061","0,366","-1,143","1,022","167,75","173,225","-202,254","345,072","19,54",96532,"408,47",,,,,,,,,,,,,,"0,093","0,956","-0,0033431172910055595","-0,051896023833832794","-0,0062977737477698525","-0,7140490443297728","-0,7939275426762495","-0,31107375740343274"
1900-01-01 09:06:33.498,COM12,2024-09-20 13:51:38.304,"-0,025","-0,041","0,998","0,244","0,061","1,343","-1,148","1,038","167,838","154,024","-212,160","317,304","19,52",96531,"408,55",,,,,,,,,,,,,,"0,108","0,9319999999999999","-0,03015303400560862","-0,24751003032465763","-0,016041427544426057","-0,7276433959856049","-0,8422834433596086","-0,3192445213791052"
1900-01-01 09:06:33.589,COM12,2024-09-20 13:51:38.404,"-0,034","-0,044","0,995","0,427","0,122","3,845","-1,181","1,055","168,025","134,966","-224,601","284,232","19,52",96532,"408,47",,,,,,,,,,,,,,"0,091","0,917","-0,11493277443740713","-0,2713160366583603","-0,04530346948110697","-0,740049654297024","-0,8852745351831179","-0,3265043046116023"
1900-01-01 09:06:33.699,COM12,2024-09-20 13:51:38.504,"-0,019","-0,055","0,995","0,244","0,122","0,061","-1,181","1,077","168,69","112,437","-241,709","244,699","19,47",96531,"408,55",,,,,,,,,,,,,,"0,11","0,921","0,03403394972000326","-0,37743808442531024","-0,045233406872347004","-0,7546344194862482","-0,9418087898572579","-0,33582719098393"
1900-01-01 09:06:33.790,COM12,2024-09-20 13:51:38.604,"-0,029","-0,012","0,999","0,244","-0,122","0,122","-1,154","1,071","168,695","87,841","-257,257","190,346","19,47",96531,"408,55",,,,,,,,,,,,,,"0,091","0,958","-0,06599148714715694","0,04007989302475769","-0,0061068338533623034","-0,7672464734660357","-0,9882461353117266","-0,343590331310359"
1900-01-01 09:06:33.897,COM12,2024-09-20 13:51:38.704,"-0,021","-0,039","0,997","0,122","0,732","3,479","-1,115","1,099","168,865","55,861","-266,747","104,052","19,52",96531,"408,55",,,,,,,,,,,,,,"0,107","0,937","0,015434555761858593","-0,23161894457402468","-0,025768258960223278","-0,7818993212133518","-1,0455000940546177","-0,35301344018332537"
1900-01-01 09:06:33.990,COM12,2024-09-20 13:51:38.804,"-0,016","-0,016","0,999","0,488","0,122","1,709","-1,093","1,099","168,981","14,794","-265,408","-27,729","19,51",96531,"408,55",,,,,,,,,,,,,,"0,093","0,967","0,06345998919702714","-0,009237826222964596","-0,0062208208730965","-0,7940861084817438","-1,0953427785845442","-0,3612574228031117"
1900-01-01 09:06:34.098,COM12,2024-09-20 13:51:38.904,"-0,021","-0,014","0,997","0,854","0,244","0,0","-1,077","1,088","168,975","-29,783","-259,961","-170,820","19,54",96530,"408,64",,,,,,,,,,,,,,"0,108","0,962","0,012054677787337847","0,008030517986151647","-0,02592862126141071","-0,8080979008381648","-1,1531309378187975","-0,3711335114773856"
1900-01-01 09:06:34.190,COM12,2024-09-20 13:51:39.004,"-0,018","-0,008","1,0","0,122","0,0","-0,122","-1,055","1,088","168,97","-81,601","-240,565","-306,449","19,49",96530,"408,64",,,,,,,,,,,,,,"0,092","0,974","0,040778124251005826","0,06317468643049111","0,003431313877705122","-0,8196887260610851","-1,2018231777316581","-0,37951743326295806"
1900-01-01 09:06:34.296,COM12,2024-09-20 13:51:39.104,"-0,018","-0,018","0,998","0,427","0,244","0,183","-0,994","1,082","168,975","-144,339","-176,280","71,123","19,51",96531,"408,55",,,,,,,,,,,,,,"0,106","0,962","0,037764227996359145","-0,04496045585192404","-0,01639484433709626","-0,8326190536478132","-1,2584302820088629","-0,38936138170426315"
1900-01-01 09:06:34.388,COM12,2024-09-20 13:51:39.204,"-0,014","-0,007","0,997","0,244","0,0","-0,122","-0,945","1,104","168,981","-193,115","-64,857","349,479","19,49",96533,"408,38",,,,,,,,,,,,,,"0,092","0,976","0,07908590727024079","0,05401797468418497","-0,026274930329536872","-0,8431722190001778","-1,3071037681494646","-0,3981275770221202"
1900-01-01 09:06:34.500,COM12,2024-09-20 13:51:39.304,"-0,017","0,014","1,0","0,305","-0,061","-0,244","-0,895","1,071","168,964","-202,462","47,177","393,510","19,47",96533,"408,38",,,,,,,,,,,,,,"0,112","0,997","0,04251235444214052","0,25264306384805896","0,002910416459609877","-0,855486275759369","-1,3631892923364175","-0,4087629587102246"
1900-01-01 09:06:34.593,COM12,2024-09-20 13:51:39.404,"-0,011","0,017","1,001","0,122","0,183","-3,601","-0,813","1,027","168,761","-180,479","130,546","388,752","19,49",96533,"408,38",,,,,,,,,,,,,,"0,093","1,007","0,0916602362772925","0,26902899427303806","0,012373290090396338","-0,8649185713633494","-1,4074334761844733","-0,41748710727596233"
1900-01-01 09:06:34.701,COM12,2024-09-20 13:51:39.504,"-0,022","0,002","1,0","0,427","0,0","-3,662","-0,714","0,989","168,365","-148,447","181,467","388,362","19,51",96533,"408,38",,,,,,,,,,,,,,"0,108","0,98","-0,02533307835865048","0,1052075719497489","0,0022230092537611768","-0,876167689993947","-1,4575866775984776","-0,4275924473981735"
1900-01-01 09:06:34.794,COM12,2024-09-20 13:51:39.604,"-0,016","-0,019","0,999","0,0","-0,732","-4,15","-0,654","0,95","168,036","-113,607","211,887","403,442","19,51",96532,"408,47",,,,,,,,,,,,,,"0,093","0,964","0,0253568450593481","-0,11056328617285269","-0,00782258550771786","-0,8856351196840434","-1,5017304184559792","-0,43636192560102266"
1900-01-01 09:06:34.903,COM12,2024-09-20 13:51:39.704,"-0,015","-0,003","1,0","0,671","0,0","0,244","-0,599","0,934","167,866","-76,453","221,039","-220,675","19,49",96531,"408,55",,,,,,,,,,,,,,"0,109","0,982","0,03073562926051321","0,037224813988475935","0,0018394263412080392","-0,8963661844708691","-1,5530265133814947","-0,4466182770122602"
1900-01-01 09:06:34.997,COM12,2024-09-20 13:51:39.804,"-0,014","0,008","1,0","-0,183","-0,061","-0,183","-0,566","0,906","167,86","-38,987","215,891","-339,261","19,51",96529,"408,72",,,,,,,,,,,,,,"0,094","0,994","0,034679325249333065","0,14060049533470279","0,0017050209631168656","-0,9053140707049075","-1,596021166698281","-0,45544813835213405"
1900-01-01 09:06:35.091,COM12,2024-09-20 13:51:39.904,"-0,014","0,009","1,0","-0,122","-0,122","-0,305","-0,516","0,89","167,86","-7,748","198,796","-295,165","19,54",96530,"408,64",,,,,,,,,,,,,,"0,094","0,995","0,030202533177267205","0,14261722818715133","0,00158126649080792","-0,9139950873557916","-1,637755654186806","-0,4642640276212951"
1900-01-01 09:06:35.197,COM12,2024-09-20 13:51:40.004,"-0,015","0,016","1,0","0,244","0,0","0,061","-0,45","0,879","167,86","15,405","181,038","-234,520","19,51",96530,"408,64",,,,,,,,,,,,,,"0,106","1,001","0,016176606734236043","0,2006357326176203","0,0014569456053781238","-0,9236025585450119","-1,6825636054970676","-0,474188979322293"
1900-01-01 09:06:35.289,COM12,2024-09-20 13:51:40.104,"-0,013","0,001","0,999","0,061","-0,061","0,0","-0,385","0,851","167,855","31,564","166,179","-185,211","19,51",96530,"408,64",,,,,,,,,,,,,,"0,092","0,987","0,028774154903860122","0,04359997294206654","-0,008506511203124845","-0,9316975739979837","-1,721084495331219","-0,48287508745662383"
1900-01-01 09:06:35.396,COM12,2024-09-20 13:51:40.204,"-0,013","0,005","1,0","0,061","0,0","0,183","-0,346","0,824","167,844","42,952","152,256","-146,744","19,51",96530,"408,64",,,,,,,,,,,,,,"0,107","0,992","0,022856552747000214","0,07725556287437127","0,001193327882548445","-0,940850744254583","-1,7650014660902853","-0,4929637464627987"
1900-01-01 09:06:35.488,COM12,2024-09-20 13:51:40.304,"-0,015","0,003","0,999","0,122","0,061","-0,061","-0,302","0,807","167,838","52,052","140,387","-116,675","19,55",96530,"408,64",,,,,,,,,,,,,,"0,092","0,987","-0,0011920397298028906","0,05086849037869058","-0,008700694923868824","-0,9487308492265865","-1,802331301260936","-0,5017117501592894"
1900-01-01 09:06:35.595,COM12,2024-09-20 13:51:40.404,"-0,015","0,0","1,0","0,061","-0,122","-0,061","-0,269","0,802","167,838","59,618","131,027","-93,015","19,52",96530,"408,64",,,,,,,,,,,,,,"0,107","0,985","-0,0032187702623571457","0,01609547111103335","0,0010691338497075265","-0,9579326056230197","-1,8455632455519644","-0,5118738182928495"
1900-01-01 09:06:35.689,COM12,2024-09-20 13:51:40.504,"-0,015","0,005","0,999","0,061","0,122","0,183","-0,247","0,791","167,838","66,209","122,967","-72,735","19,51",96530,"408,64",,,,,,,,,,,,,,"0,094","0,989","-0,0058530187654026455","0,06185997375019044","-0,00878400688096903","-0,9660681088899592","-1,8829961159020074","-0,520878858119282"
1900-01-01 09:06:35.798,COM12,2024-09-20 13:51:40.604,"-0,016","0,0","0,999","0,122","0,061","0,0","-0,236","0,786","167,833","72,397","115,427","-55,055","19,54",96530,"408,64",,,,,,,,,,,,,,"0,109","0,983","-0,016895504178075782","0,011136968506358275","-0,008803725400309048","-0,9757025662484649","-1,9262699983042333","-0,5314254694475838"
1900-01-01 09:06:35.891,COM12,2024-09-20 13:51:40.704,"-0,017","-0,007","0,999","0,0","0,122","0,0","-0,231","0,78","167,838","78,026","107,744","-38,389","19,51",96530,"408,64",,,,,,,,,,,,,,"0,093","0,975","-0,027890927049808473","-0,058141275472322715","-0,008821252366688626","-0,9841640199622161","-1,963694615071087","-0,5405002493540929"
1900-01-01 09:06:36.001,COM12,2024-09-20 13:51:40.804,"-0,015","-0,013","0,999","0,061","-0,061","0,0","-0,231","0,764","167,838","82,628","100,581","-24,830","19,51",96530,"408,64",,,,,,,,,,,,,,"0,11","0,971","-0,010948645896708326","-0,11642419084652314","-0,008858162392897384","-0,994304669636842","-2,009369023526071","-0,5513410437611544"
1900-01-01 09:06:36.095,COM12,2024-09-20 13:51:40.904,"-0,014","-0,005","1,0","0,061","0,0","0,0","-0,236","0,764","167,838","87,178","92,599","-10,322","19,52",96530,"408,64",,,,,,,,,,,,,,"0,094","0,981","-0,0009583360869151181","-0,037107318087923495","0,0009553261239023669","-1,0029787835800954","-2,0487277619229545","-0,5605965540837399"
1900-01-01 09:06:36.186,COM12,2024-09-20 13:51:41.004,"-0,016","0,004","0,998","0,0","-0,061","0,0","-0,247","0,769","167,838","91,364","84,877","2,548","19,52",96530,"408,64",,,,,,,,,,,,,,"0,091","0,986","-0,01934487091731449","0,05284346268342752","-0,01864528399486609","-1,0115362589756942","-2,08639277365652","-0,5697110773757702"
1900-01-01 09:06:36.295,COM12,2024-09-20 13:51:41.104,"-0,018","-0,005","0,999","0,061","-0,122","0,0","-0,242","0,764","167,838","94,367","78,806","12,506","19,49",96530,"408,64",,,,,,,,,,,,,,"0,109","0,976","-0,03998196568624365","-0,03610307089821709","-0,008850389051747953","-1,0222614475464988","-2,1319369480765724","-0,5807336248792073"
1900-01-01 09:06:36.388,COM12,2024-09-20 13:51:41.204,"-0,014","-0,013","1,0","-0,122","-0,061","0,0","-0,264","0,758","167,838","97,591","71,929","24,011","19,52",96530,"408,64",,,,,,,,,,,,,,"0,093","0,973","-0,0009527650356982442","-0,11068442574837538","0,0009625982583312265","-1,0314205369753737","-2,1717530486938137","-0,5901298582459504"
1900-01-01 09:06:36.497,COM12,2024-09-20 13:51:41.304,"-0,018","-0,004","0,999","0,122","0,122","0,0","-0,291","0,758","167,838","102,453","61,282","40,443","19,49",96530,"408,64",,,,,,,,,,,,,,"0,109","0,977","-0,039219139388715546","-0,017875318889242126","-0,008825013974297136","-1,0426213463204226","-2,2186316078014","-0,6012474978818715"
1900-01-01 09:06:36.590,COM12,2024-09-20 13:51:41.404,"-0,016","0,026","1,0","0,488","-0,732","-11,78","-0,264","0,736","167,646","106,808","50,427","56,264","19,54",96530,"408,64",,,,,,,,,,,,,,"0,093","1,01","-0,02419627670286431","0,2722542700917941","0,0009134905001335625","-1,052387273762484","-2,256274183344198","-0,6107252896359363"
1900-01-01 09:06:36.699,COM12,2024-09-20 13:51:41.504,"-0,015","-0,005","0,999","-0,305","0,488","0,0","-0,242","0,736","167,454","107,302","48,074","59,410","19,54",96530,"408,64",,,,,,,,,,,,,,"0,109","0,979","-0,015147417519164541","-0,03597755804494135","-0,008913140933922037","-1,064013327232015","-2,300820350282996","-0,6219395662460935"
1900-01-01 09:06:36.793,COM12,2024-09-20 13:51:41.604,"-0,016","-0,005","0,999","0,122","-0,183","-0,061","-0,242","0,731","167,448","107,354","47,866","59,735","19,54",96530,"408,64",,,,,,,,,,,,,,"0,094","0,978","-0,025791596252816518","-0,03580534934597275","-0,008924100115640599","-1,0742673596309629","-2,339552686829147","-0,6316894471300801"
1900-01-01 09:06:36.887,COM12,2024-09-20 13:51:41.704,"-0,014","-0,004","0,999","-0,061","-0,061","0,0","-0,242","0,725","167,448","107,367","47,827","59,813","19,51",96530,"408,64",,,,,,,,,,,,,,"0,094","0,981","-0,00717425382363307","-0,025772110614198845","-0,008937152528803338","-1,0845847837366964","-2,3785127457446857","-0,6415182966938113"
1900-01-01 09:06:36.994,COM12,2024-09-20 13:51:41.804,"-0,016","-0,005","0,999","0,0","-0,061","0,0","-0,253","0,72","167,448","107,367","47,827","59,813","19,52",96530,"408,64",,,,,,,,,,,,,,"0,107","0,978","-0,027220598724706252","-0,03355770271112622","-0,008939812398317315","-1,0966407342790858","-2,4232451000528403","-0,6528088071519089"
1900-01-01 09:06:37.086,COM12,2024-09-20 13:51:41.904,"-0,015","-0,003","0,999","0,0","-0,061","0,0","-0,258","0,72","167,448","107,380","47,827","59,826","19,51",96530,"408,64",,,,,,,,,,,,,,"0,092","0,981","-0,01722459844552718","-0,013102077713771542","-0,008935995163112054","-1,1071523872980842","-2,4618174595559017","-0,662592170033147"
1900-01-01 09:06:37.194,COM12,2024-09-20 13:51:42.004,"-0,015","-0,005","0,999","0,0","0,0","0,0","-0,264","0,714","167,448","107,367","47,814","59,852","19,54",96530,"408,64",,,,,,,,,,,,,,"0,108","0,979","-0,018004057715004518","-0,031496088987892454","-0,00894417105707035","-1,1197021532147917","-2,507465425876233","-0,674181312139723"
1900-01-01 09:06:37.289,COM12,2024-09-20 13:51:42.104,"-0,015","-0,004","1,0","0,0","0,0","0,0","-0,275","0,714","167,448","107,367","47,814","59,852","19,54",96530,"408,64",,,,,,,,,,,,,,"0,095","0,981","-0,017594862298658115","-0,019847714998787437","0,0008746870285314401","-1,1309000927922892","-2,5477978552117952","-0,6843675708682231"
1900-01-01 09:06:37.396,COM12,2024-09-20 13:51:42.204,"-0,015","-0,004","0,999","0,061","0,0","0,0","-0,28","0,714","167,448","107,367","47,801","59,865","19,54",96530,"408,64",,,,,,,,,,,,,,"0,107","0,98","-0,01740886595982058","-0,01901209069050153","-0,008931167047684596","-1,1437118230543708","-2,5934425766265865","-0,6959427678413258"
1900-01-01 09:06:37.490,COM12,2024-09-20 13:51:42.304,"-0,015","-0,004","0,999","0,0","0,0","0,0","-0,286","0,714","167,448","107,380","47,788","59,878","19,52",96530,"408,64",,,,,,,,,,,,,,"0,094","0,98","-0,01718567165754667","-0,018009341724456986","-0,008926093334183705","-1,155118840552274","-2,633700808226049","-0,7061905034326029"
1900-01-01 09:06:37.598,COM12,2024-09-20 13:51:42.404,"-0,015","-0,004","1,0","0,0","0,0","0,0","-0,291","0,714","167,448","107,393","47,788","59,917","19,47",96530,"408,64",,,,,,,,,,,,,,"0,108","0,981","-0,01699967749425635","-0,017173717763468634","0,0008882169311625887","-1,168423059788158","-2,680155260903467","-0,7179541373539128"
1900-01-01 09:06:37.690,COM12,2024-09-20 13:51:42.504,"-0,015","-0,005","0,999","0,0","0,0","0,0","-0,302","0,714","167,448","107,393","47,775","59,917","19,51",96529,"408,72",,,,,,,,,,,,,,"0,092","0,979","-0,016590493825864777","-0,02514534564977036","-0,008912037538806317","-1,1798967055214309","-2,719940402649069","-0,7280504421800164"
1900-01-01 09:06:37.800,COM12,2024-09-20 13:51:42.604,"-0,015","-0,004","0,999","0,0","0,0","0,0","-0,308","0,714","167,448","107,406","47,762","59,904","19,51",96530,"408,64",,,,,,,,,,,,,,"0,11","0,98","-0,016367304761357393","-0,014332597591159967","-0,008906569405938924","-1,1938132393727392","-2,76768301829749","-0,7402298804836477"
1900-01-01 09:06:37.895,COM12,2024-09-20 13:51:42.704,"-0,015","-0,004","0,999","0,0","-0,061","0,0","-0,319","0,714","167,448","107,393","47,775","59,891","19,51",96530,"408,64",,,,,,,,,,,,,,"0,095","0,98","-0,015958128536443544","-0,012494226867713457","-0,008896265115698299","-1,2059760861725468","-2,809028037664062","-0,7508287750839985"
1900-01-01 09:06:37.987,COM12,2024-09-20 13:51:42.804,"-0,015","-0,005","1,0","0,0","0,0","0,0","-0,324","0,709","167,448","107,380","47,801","59,878","19,54",96530,"408,64",,,,,,,,,,,,,,"0,092","0,98","-0,016607686033068253","-0,021282572498951133","0,0009079077503741928","-1,217895410527997","-2,8492475605337417","-0,7610852832184022"
1900-01-01 09:06:38.097,COM12,2024-09-20 13:51:42.904,"-0,015","-0,005","0,999","0,0","0,0","0,0","-0,33","0,709","167,448","107,380","47,801","59,878","19,54",96530,"408,64",,,,,,,,,,,,,,"0,11","0,979","-0,01638450173985656","-0,020279825606799622","-0,008896229691844226","-1,2323450290762181","-2,897581506376462","-0,77345614384533"
1900-01-01 09:06:38.191,COM12,2024-09-20 13:51:43.004,"-0,015","-0,005","0,999","0,0","0,0","0,0","-0,335","0,703","167,448","107,367","47,814","59,865","19,52",96529,"408,72",,,,,,,,,,,,,,"0,094","0,979","-0,017201170118212344","-0,01922096545726708","-0,008903919945439043","-1,2448448744656806","-2,939054896547385","-0,7841062815995244"
1900-01-01 09:06:38.300,COM12,2024-09-20 13:51:43.104,"-0,015","-0,004","0,999","0,0","0,0","0,0","-0,341","0,703","167,448","107,367","47,814","59,878","19,51",96530,"408,64",,,,,,,,,,,,,,"0,109","0,98","-0,01697798783646709","-0,008408219289842686","-0,008897860170666405","-1,2595410915077976","-2,987246278947902","-0,7965616248975653"
