Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Delta_t,Sum Acceleration (g),Corrected_Acc_X(m/s²),Corrected_Acc_Y(m/s²),Corrected_Acc_Z(m/s²),Position X(m),Position Y(m),Position Z(m)
1900-01-01 09:06:38.393,COM12,2024-09-20 13:51:43.204,"-0,015","-0,005","0,999","0,061","0,122","0,0","-0,341","0,709","167,448","107,354","47,853","59,852","19,51",96530,"408,64",,,,,,,,,,,,,,"0,093","0,979","-0,015975334261828317","-0,018441457131879467","-0,008885202289560468","-1,2722182363473775","-3,0285231971220856","-0,8072655090371017"
1900-01-01 09:06:38.501,COM12,2024-09-20 13:51:43.304,"-0,014","-0,005","0,999","0,061","0,061","0,0","-0,346","0,709","167,448","107,367","47,840","59,865","19,51",96530,"408,64",,,,,,,,,,,,,,"0,108","0,98","-0,005979350641959813","-0,017605835466707957","-0,008880070313344035","-1,2870098251134228","-3,0766630372086023","-0,8197994032425046"
1900-01-01 09:06:38.595,COM12,2024-09-20 13:51:43.404,"-0,014","-0,004","0,999","0,0","0,061","0,0","-0,346","0,709","167,448","107,354","47,814","59,878","19,57",96529,"408,72",,,,,,,,,,,,,,"0,094","0,981","-0,005979350641959813","-0,007795835466707958","-0,008880070313344035","-1,299936819248364","-3,118631411656458","-0,8307869976855328"
1900-01-01 09:06:38.688,COM12,2024-09-20 13:51:43.504,"-0,015","-0,005","0,999","0,061","0,122","0,0","-0,352","0,709","167,448","107,367","47,827","59,852","19,54",96530,"408,64",,,,,,,,,,,,,,"0,093","0,979","-0,015566171618728752","-0,016603089785150654","-0,008873813337439529","-1,3128609239874343","-3,160296914159271","-0,8417344524375311"
1900-01-01 09:06:38.798,COM12,2024-09-20 13:51:43.604,"-0,014","-0,005","0,999","0,0","0,061","0,0","-0,352","0,714","167,448","107,367","47,814","59,878","19,52",96530,"408,64",,,,,,,,,,,,,,"0,11","0,98","-0,004920628935404903","-0,016789120883301416","-0,008863182945102466","-1,3282070390953777","-3,209781839675824","-0,8547902993460036"
1900-01-01 09:06:38.891,COM12,2024-09-20 13:51:43.704,"-0,014","-0,005","0,999","0,0","0,122","0,0","-0,357","0,72","167,448","107,380","47,827","59,878","19,55",96530,"408,64",,,,,,,,,,,,,,"0,093","0,98","-0,003731998490769467","-0,01617673658296219","-0,008845031565796191","-1,3412137599234037","-3,251759007479979","-0,8659049251375429"
1900-01-01 09:06:38.999,COM12,2024-09-20 13:51:43.804,"-0,016","-0,004","1,0","0,0","0,0","0,0","-0,363","0,72","167,448","107,367","47,814","59,865","19,55",96529,"408,72",,,,,,,,,,,,,,"0,108","0,98","-0,023128823324365055","-0,005363991292850923","0,0009714226033725737","-1,356588113544754","-3,3005692518147285","-0,8788009018351169"
1900-01-01 09:06:39.091,COM12,2024-09-20 13:51:43.904,"-0,015","-0,005","0,999","0,061","0,0","0,0","-0,363","0,72","167,448","107,367","47,840","59,865","19,51",96530,"408,64",,,,,,,,,,,,,,"0,092","0,979","-0,013318823324365042","-0,015173991292850922","-0,0088385773966273","-1,3697975156687439","-3,3422767815029286","-0,8898611731854688"
1900-01-01 09:06:39.199,COM12,2024-09-20 13:51:44.004,"-0,015","-0,004","0,999","0,0","0,061","0,0","-0,368","0,72","167,448","107,367","47,840","59,865","19,55",96529,"408,72",,,,,,,,,,,,,,"0,108","0,98","-0,013132845140025134","-0,0045283705010701475","-0,00883311675228704","-1,3854573866243582","-3,391290613528688","-0,9029479994618544"
1900-01-01 09:06:39.292,COM12,2024-09-20 13:51:44.104,"-0,015","-0,004","0,999","0,0","0,0","0,0","-0,368","0,725","167,448","107,367","47,853","59,865","19,51",96530,"408,64",,,,,,,,,,,,,,"0,093","0,98","-0,012297305930264263","-0,004714400825842423","-0,008822322038534836","-1,3990486349017948","-3,4335377437369456","-0,9142935152409423"
1900-01-01 09:06:39.386,COM12,2024-09-20 13:51:44.204,"-0,015","-0,004","0,999","0,0","0,0","0,0","-0,374","0,725","167,448","107,367","47,853","59,865","19,54",96529,"408,72",,,,,,,,,,,,,,"0,094","0,98","-0,012074134022940497","-0,0037116560990549385","-0,008815670668672837","-1,412892712682054","-3,476271940355788","-0,925838921079382"
1900-01-01 09:06:39.493,COM12,2024-09-20 13:51:44.304,"-0,014","-0,004","0,999","0,0","0,0","0,0","-0,379","0,725","167,448","107,354","47,866","59,813","19,54",96530,"408,64",,,,,,,,,,,,,,"0,107","0,981","-0,002078158564927851","-0,002876035790552234","-0,00881004569061794","-1,4286751898012484","-3,5249491131769597","-0,9390818981936966"
1900-01-01 09:06:39.586,COM12,2024-09-20 13:51:44.404,"-0,015","-0,005","0,999","0,0","0,0","0,0","-0,379","0,725","167,448","107,341","47,918","59,774","19,55",96530,"408,64",,,,,,,,,,,,,,"0,093","0,979","-0,011888158564927837","-0,012686035790552233","-0,00881004569061794","-1,442495490597621","-3,5673670316385397","-0,9506683474156155"
1900-01-01 09:06:39.695,COM12,2024-09-20 13:51:44.504,"-0,015","-0,005","1,0","0,0","0,0","0,0","-0,385","0,725","167,448","107,328","47,957","59,735","19,54",96530,"408,64",,,,,,,,,,,,,,"0,109","0,98","-0,011664989375140045","-0,011683291786453186","0,0010068028867884493","-1,4588320692912755","-3,617221465691827","-0,9642362024205084"
1900-01-01 09:06:39.787,COM12,2024-09-20 13:51:44.604,"-0,014","-0,004","0,999","0,0","0,0","0,0","-0,385","0,725","167,448","107,315","47,983","59,696","19,51",96530,"408,64",,,,,,,,,,,,,,"0,092","0,981","-0,0018549893751400592","-0,0018732917864531864","-0,008803197113211425","-1,472636441846266","-3,6593162930949976","-0,9757624802079403"
1900-01-01 09:06:39.895,COM12,2024-09-20 13:51:44.704,"-0,01","-0,002","0,999","0,0","0,366","0,0","-0,385","0,725","167,448","107,263","48,126","59,527","19,55",96529,"408,72",,,,,,,,,,,,,,"0,108","0,987","0,03738501062485995","0,017746708213546816","-0,008803197113211425","-1,4884055160816745","-3,7085249624419427","-0,9893960085364888"
1900-01-01 09:06:39.989,COM12,2024-09-20 13:51:44.804,"-0,004","0,025","1,0","-0,427","-0,122","-0,305","-0,379","0,736","167,443","106,756","49,413","57,616","19,55",96530,"408,64",,,,,,,,,,,,,,"0,094","1,021","0,09786315925651762","0,2811927343614336","0,0010239655931219005","-1,5012657321891543","-3,748870111206059","-1,0012531798772817"
1900-01-01 09:06:40.097,COM12,2024-09-20 13:51:44.904,"-0,009","0,058","0,998","-0,305","0,244","-3,418","-0,346","0,72","167,206","103,025","58,799","44,226","19,57",96530,"408,64",,,,,,,,,,,,,,"0,108","1,047","0,04503873672900953","0,5994520294447577","-0,018666584830951294","-1,5155159678065833","-3,7882321034423234","-1,015094039952597"
1900-01-01 09:06:40.190,COM12,2024-09-20 13:51:45.004,"-0,014","0,024","1,0","0,0","0,549","-1,282","-0,236","0,725","166,943","91,312","84,214","5,070","19,52",96530,"408,64",,,,,,,,,,,,,,"0,093","1,01","-0,007292639740426876","0,24675936729721915","0,0008685626089448562","-1,5278500780738178","-3,8199929305446862","-1,0270050461527804"
1900-01-01 09:06:40.297,COM12,2024-09-20 13:51:45.104,"-0,009","0,013","1,0","-0,549","0,244","-0,549","-0,148","0,731","166,849","69,498","117,013","-62,231","19,54",96530,"408,64",,,,,,,,,,,,,,"0,107","1,004","0,03934863803030979","0,12373029705531792","0,0008311289722762183","-1,5415904335664075","-3,8551183692549134","-1,0406995914541621"
1900-01-01 09:06:40.389,COM12,2024-09-20 13:51:45.204,"-0,014","0,019","1,0","-0,183","-0,183","-0,122","-0,11","0,703","166,833","42,757","149,045","-148,564","19,51",96529,"408,72",,,,,,,,,,,,,,"0,092","1,005","-0,01585196028345022","0,17731139049216146","0,0007564901744210317","-1,5535387419911275","-3,88381891743402","-1,0524679377524204"
1900-01-01 09:06:40.496,COM12,2024-09-20 13:51:45.304,"-0,021","0,007","0,995","0,061","-0,061","0,244","-0,071","0,703","166,822","4,784","180,518","-265,486","19,54",96528,"408,81",,,,,,,,,,,,,,"0,107","0,981","-0,086045883935615","0,05306643086827746","-0,04830405622095313","-1,5684202835059264","-3,9165913452492314","-1,0667080693041988"
1900-01-01 09:06:40.588,COM12,2024-09-20 13:51:45.404,"-0,021","-0,038","0,999","-0,427","0,122","-0,488","-0,071","0,714","166,794","-50,297","201,175","-376,701","19,57",96528,"408,81",,,,,,,,,,,,,,"0,092","0,94","-0,08422008654105839","-0,38887242413764456","-0,009040767540593464","-1,581928466424592","-3,9480609236807718","-1,0790284417883598"
1900-01-01 09:06:40.696,COM12,2024-09-20 13:51:45.504,"-0,016","-0,037","1,0","-0,244","-0,061","0,244","-0,132","0,736","166,772","-106,782","193,310","283,686","19,54",96527,"408,89",,,,,,,,,,,,,,"0,108","0,947","-0,02912006286641622","-0,3698039062853604","0,000835394989103122","-1,598125554959778","-3,9893168650372317","-1,093481743700874"
1900-01-01 09:06:40.789,COM12,2024-09-20 13:51:45.604,"-0,001","-0,006","1,0","-0,122","0,061","0,0","-0,214","0,758","166,778","-154,622","154,778","373,308","19,52",96529,"408,72",,,,,,,,,,,,,,"0,093","0,993","0,12490793032774823","-0,05287433251703811","0,0009268913401925261","-1,610992719175672","-4,025300124640568","-1,105919625886782"
1900-01-01 09:06:40.898,COM12,2024-09-20 13:51:45.704,"-0,017","0,067","1,001","-0,183","0,0","0,488","-0,253","0,764","166,778","-190,437","88,400","394,186","19,52",96526,"408,98",,,,,,,,,,,,,,"0,109","1,051","-0,02952516376421313","0,6695211932190057","0,010777745837952324","-1,6264243775338005","-4,059519471266122","-1,1203693083730404"
1900-01-01 09:06:40.991,COM12,2024-09-20 13:51:45.804,"-0,018","0,002","0,998","-0,366","0,0","0,122","-0,187","0,791","166,767","-200,499","-21,086","390,936","19,55",96528,"408,81",,,,,,,,,,,,,,"0,093","0,982","-0,03741933764067554","0,019786417353865646","-0,018632910703960448","-1,6399144781860269","-4,088544661810103","-1,1328590925940678"
1900-01-01 09:06:41.099,COM12,2024-09-20 13:51:45.904,"-0,022","-0,03","0,999","-0,488","0,122","2,197","-0,159","0,813","166,833","-158,197","-151,593","122,941","19,54",96531,"408,55",,,,,,,,,,,,,,"0,108","0,947","-0,07408409507327615","-0,29949928636953654","-0,008784661027311458","-1,6564445184090308","-4,1257446943761025","-1,1474658224272898"
1900-01-01 09:06:41.192,COM12,2024-09-20 13:51:46.004,"-0,02","-0,03","0,998","-0,305","0,183","3,845","-0,209","0,835","167,327","-88,322","-229,996","-258,752","19,54",96529,"408,72",,,,,,,,,,,,,,"0,093","0,948","-0,04887219457584471","-0,29075103567974003","-0,01851300189379934","-1,6711014153230594","-4,160292761459973","-1,160203958737055"
1900-01-01 09:06:41.299,COM12,2024-09-20 13:51:46.104,"-0,019","-0,024","1,0","0,0","0,366","0,732","-0,286","0,857","167,542","-30,056","-253,058","-170,664","19,52",96528,"408,81",,,,,,,,,,,,,,"0,107","0,957","-0,03255571658533296","-0,2192773704759224","0,0012195568127246759","-1,6883374572254823","-4,202552119450619","-1,1748457012477176"
1900-01-01 09:06:41.392,COM12,2024-09-20 13:51:46.204,"-0,015","-0,015","1,0","0,061","0,183","0,183","-0,401","0,895","167,635","21,268","-257,140","-15,236","19,57",96528,"408,81",,,,,,,,,,,,,,"0,093","0,97","0,017226837482507362","-0,11289751593619601","0,001437056192445496","-1,7031693211578656","-4,240258666263428","-1,1875592726486308"
1900-01-01 09:06:41.485,COM12,2024-09-20 13:51:46.304,"-0,022","-0,024","1,0","-0,122","0,305","0,122","-0,505","0,906","167,64","67,041","-251,784","125,788","19,57",96530,"408,64",,,,,,,,,,,,,,"0,093","0,954","-0,045797434535743975","-0,18418250013708307","0,0016074203801998976","-1,7183972871015483","-4,279558207519923","-1,2002589414706757"
1900-01-01 09:06:41.592,COM12,2024-09-20 13:51:46.404,"-0,024","-0,04","0,999","0,0","0,061","0,0","-0,588","0,923","167,64","99,723","-235,911","210,418","19,57",96529,"408,72",,,,,,,,,,,,,,"0,107","0,935","-0,059535044952559124","-0,32788399281465797","-0,008020597841310817","-1,7365992517449096","-4,3285277525842485","-1,2149622162196492"
1900-01-01 09:06:41.687,COM12,2024-09-20 13:51:46.504,"-0,02","-0,035","0,998","0,0","0,244","0,183","-0,692","0,95","167,635","122,031","-218,634","260,702","19,57",96528,"408,81",,,,,,,,,,,,,,"0,095","0,943","-0,01196502724283241","-0,26244597884611254","-0,017556175066307134","-1,7528678589299755","-4,374373961011662","-1,2281749700561877"
1900-01-01 09:06:41.795,COM12,2024-09-20 13:51:46.604,"-0,025","-0,034","0,999","0,122","0,061","0,122","-0,769","0,978","167,651","139,776","-204,997","297,947","19,54",96528,"408,81",,,,,,,,,,,,,,"0,108","0,94","-0,053538970924682044","-0,24073137338281334","-0,007497466480378634","-1,7719871751288108","-4,429301751857753","-1,2432832353930692"
1900-01-01 09:06:41.889,COM12,2024-09-20 13:51:46.704,"-0,023","-0,041","0,998","0,122","0,183","0,427","-0,857","0,994","167,679","157,963","-194,064","330,317","19,54",96528,"408,81",,,,,,,,,,,,,,"0,094","0,9339999999999999","-0,028077420566600314","-0,295172775753249","-0,017046574335633835","-1,7888761535381457","-4,479717420166646","-1,2565836454208144"
1900-01-01 09:06:41.998,COM12,2024-09-20 13:51:46.804,"-0,021","-0,031","0,999","0,0","0,0","0,732","-0,95","1,016","167,767","171,834","-186,056","351,273","19,51",96528,"408,81",,,,,,,,,,,,,,"0,109","0,947","-0,0015726359445569493","-0,1820067850800658","-0,006919470638342418","-1,8084788661813083","-4,540340564542623","-1,2720886715347048"
1900-01-01 09:06:42.093,COM12,2024-09-20 13:51:46.904,"-0,021","-0,022","0,999","0,0","0,122","0,0","-1,016","1,027","167,8","180,700","-180,505","363,545","19,54",96528,"408,81",,,,,,,,,,,,,,"0,095","0,956","0,002581596017132176","-0,08295273624185853","-0,006692064973170986","-1,8255405003148724","-4,593925898452507","-1,2856626222909922"
1900-01-01 09:06:42.187,COM12,2024-09-20 13:51:47.004,"-0,021","-0,018","0,999","0,244","0,183","0,061","-1,044","1,038","167,822","187,473","-175,812","372,346","19,55",96529,"408,72",,,,,,,,,,,,,,"0,094","0,96","0,005380595101429159","-0,03934406335791704","-0,00657196886600353","-1,842374995361346","-4,647294820359801","-1,299151759272008"
1900-01-01 09:06:42.298,COM12,2024-09-20 13:51:47.104,"-0,018","-0,021","1,0","0,183","0,061","0,183","-1,06","1,044","167,822","192,972","-171,197","378,794","19,57",96529,"408,72",,,,,,,,,,,,,,"0,111","0,961","0,03639134242717082","-0,06631313581483309","0,0033069797489027053","-1,8618056490159665","-4,711132612715853","-1,3150396757287002"
1900-01-01 09:06:42.391,COM12,2024-09-20 13:51:47.204,"-0,019","-0,003","1,0","0,0","0,0","0,0","-1,066","1,044","167,827","197,080","-167,167","383,500","19,54",96529,"408,72",,,,,,,,,,,,,,"0,093","0,978","0,026785394983301597","0,11128955162739203","0,003326034849353121","-1,877853718980519","-4,7636557873037635","-1,3283224064251113"
1900-01-01 09:06:42.499,COM12,2024-09-20 13:51:47.304,"-0,019","-0,018","0,999","0,305","0,183","0,671","-1,055","1,044","167,86","201,292","-162,682","387,998","19,55",96529,"408,72",,,,,,,,,,,,,,"0,108","0,962","0,026308921791456635","-0,037578775694285665","-0,006518817351022221","-1,8961833200626752","-4,825088760503616","-1,3438235485258807"
1900-01-01 09:06:42.591,COM12,2024-09-20 13:51:47.404,"-0,018","-0,019","1,0","0,183","0,122","0,671","-1,049","1,044","167,888","205,114","-157,729","392,795","19,54",96529,"408,72",,,,,,,,,,,,,,"0,092","0,963","0,035835788229220567","-0,04828918317359693","0,0032723247097941055","-1,9114941105766436","-4,877829272135056","-1,3570005281738962"
1900-01-01 09:06:42.699,COM12,2024-09-20 13:51:47.504,"-0,02","-0,012","0,999","0,183","0,061","0,793","-1,044","1,049","167,937","208,052","-153,283","396,422","19,57",96529,"408,72",,,,,,,,,,,,,,"0,108","0,967","0,01675590480704106","0,019546475531993165","-0,006537675290205769","-1,9292722063932852","-4,939514056568315","-1,372545411900934"
1900-01-01 09:06:42.791,COM12,2024-09-20 13:51:47.604,"-0,02","-0,017","0,999","0,122","0,244","0,305","-1,033","1,049","167,997","210,808","-148,928","399,646","19,57",96529,"408,72",,,,,,,,,,,,,,"0,092","0,962","0,016221044372452392","-0,03112262804675489","-0,006571804509677648","-1,9442792153175226","-4,992323776342658","-1,3858429736440028"
1900-01-01 09:06:42.885,COM12,2024-09-20 13:51:47.704,"-0,018","-0,02","1,0","0,061","0,244","1,465","-1,027","1,055","168,019","213,616","-144,248","402,584","19,57",96529,"408,72",,,,,,,,,,,,,,"0,094","0,962","0,03658064621575391","-0,06168908902696976","0,0032385899455018574","-1,9592892369762374","-5,046826618294041","-1,3994009966355103"
1900-01-01 09:06:42.994,COM12,2024-09-20 13:51:47.804,"-0,019","-0,015","0,999","0,244","0,0","0,0","-1,033","1,077","168,173","213,889","-142,181","403,611","19,57",96529,"408,72",,,,,,,,,,,,,,"0,109","0,965","0,0303040906249612","-0,011833009432928865","-0,0064828803989431805","-1,9763344319563725","-5,110167310244016","-1,4151995570361933"
1900-01-01 09:06:43.088,COM12,2024-09-20 13:51:47.904,"-0,02","-0,014","1,0","0,061","0,0","0,0","-1,022","1,077","168,173","213,876","-141,791","403,806","19,55",96529,"408,72",,,,,,,,,,,,,,"0,094","0,966","0,02010876054639807","-0,003866245383158634","0,0032933521523457188","-1,990856276894356","-5,164825555354255","-1,4287949035606502"
1900-01-01 09:06:43.196,COM12,2024-09-20 13:51:48.004,"-0,019","-0,014","0,999","0,061","0,122","0,0","-1,022","1,077","168,173","213,863","-141,765","403,871","19,52",96529,"408,72",,,,,,,,,,,,,,"0,108","0,966","0,029918760546398082","-0,003866245383158634","-0,006516647847654156","-2,007191977378813","-5,227669486047912","-1,4444910991096702"
1900-01-01 09:06:43.289,COM12,2024-09-20 13:51:48.104,"-0,019","-0,015","0,999","0,061","0,061","0,0","-1,011","1,071","168,173","213,863","-141,778","403,871","19,57",96530,"408,64",,,,,,,,,,,,,,"0,093","0,965","0,02852826350064694","-0,015309003207183175","-0,006569306293721766","-2,0210120896227455","-5,281917500602856","-1,4580640854292386"
1900-01-01 09:06:43.399,COM12,2024-09-20 13:51:48.204,"-0,019","-0,014","0,999","0,061","0,0","0,0","-1,0","1,071","168,173","213,863","-141,778","403,897","19,58",96530,"408,64",,,,,,,,,,,,,,"0,11","0,966","0,028142914103607974","-0,00734224821957577","-0,0066023508810086895","-2,0370179296828717","-5,346170660097107","-1,4741980437152484"
1900-01-01 09:06:43.491,COM12,2024-09-20 13:51:48.304,"-0,019","-0,014","0,999","0,122","0,122","0,0","-0,989","1,071","168,173","213,850","-141,791","403,897","19,54",96530,"408,64",,,,,,,,,,,,,,"0,092","0,966","0,027757556799163002","-0,009185498023517508","-0,006635034002600904","-2,0501696923178656","-5,399987412274842","-1,4877480586640728"
1900-01-01 09:06:43.597,COM12,2024-09-20 13:51:48.404,"-0,02","-0,014","0,999","0,122","0,061","0,0","-0,978","1,071","168,173","213,837","-141,791","403,910","19,57",96530,"408,64",,,,,,,,,,,,,,"0,106","0,965","0,017562191601515842","-0,01102875255106861","-0,006667355657295815","-2,065125481351611","-5,4621175892824185","-1,503434946817623"
1900-01-01 09:06:43.691,COM12,2024-09-20 13:51:48.504,"-0,02","-0,014","0,999","0,061","0,061","0,0","-0,967","1,071","168,173","213,824","-141,791","403,923","19,55",96530,"408,64",,,,,,,,,,,,,,"0,094","0,965","0,017176818524870546","-0,01287201173428898","-0,006699315843901488","-2,0782363878243713","-5,517327898441425","-1,5174051559953792"
1900-01-01 09:06:43.784,COM12,2024-09-20 13:51:48.604,"-0,019","-0,014","0,999","0,122","0,122","0,0","-0,961","1,071","168,173","213,811","-141,778","403,923","19,54",96530,"408,64",,,,,,,,,,,,,,"0,093","0,966","0,026776611712698406","-0,013877427772237175","-0,006716596318222301","-2,0909762256539945","-5,572070889758776","-1,5312848377681199"
1900-01-01 09:06:43.892,COM12,2024-09-20 13:51:48.704,"-0,02","-0,014","0,999","0,122","0,0","0,0","-0,95","1,066","168,173","213,824","-141,791","403,936","19,57",96530,"408,64",,,,,,,,,,,,,,"0,108","0,965","0,015743577225684924","-0,01554528796778866","-0,006763959726422186","-2,105587242952023","-5,635824716043588","-1,5474820727175516"
1900-01-01 09:06:43.985,COM12,2024-09-20 13:51:48.804,"-0,019","-0,014","0,999","0,061","0,061","0,0","-0,939","1,066","168,173","213,811","-141,778","403,936","19,57",96530,"408,64",,,,,,,,,,,,,,"0,093","0,966","0,025168181506248666","-0,017388558140050234","-0,006794999857676842","-2,117951272690144","-5,690874237872642","-1,5614884616555533"
1900-01-01 09:06:44.092,COM12,2024-09-20 13:51:48.904,"-0,019","-0,013","0,999","0,061","0,0","0,0","-0,934","1,071","168,173","213,811","-141,778","403,949","19,57",96530,"408,64",,,,,,,,,,,,,,"0,107","0,967","0,025830652162990936","-0,00859181653856389","-0,006793027583478661","-2,1318808190801852","-5,754309152200714","-1,577681112623692"
1900-01-01 09:06:44.199,COM12,2024-09-20 13:51:49.004,"-0,019","-0,014","0,999","0,061","0,0","0,0","-0,928","1,066","168,173","213,824","-141,778","403,962","19,57",96530,"408,64",,,,,,,,,,,,,,"0,107","0,966","0,02478277798905118","-0,01923183273356692","-0,006825678516138467","-2,14552662744503","-5,8179642517817545","-1,593951910785162"
1900-01-01 09:06:44.292,COM12,2024-09-20 13:51:49.104,"-0,019","-0,014","0,998","0,061","0,061","0,0","-0,923","1,066","168,173","213,811","-141,778","403,962","19,58",96530,"408,64",,,,,,,,,,,,,,"0,093","0,965","0,02460759199821319","-0,02006968626472487","-0,016649503865449944","-2,1571741718765156","-5,873464229461218","-1,6082378210264936"
1900-01-01 09:06:44.383,COM12,2024-09-20 13:51:49.204,"-0,02","-0,014","0,998","0,122","0,0","0,0","-0,917","1,06","168,173","213,811","-141,778","403,962","19,57",96530,"408,64",,,,,,,,,,,,,,"0,091","0,964","0,013582176346032065","-0,020864622070178362","-0,016685051524008898","-2,168458757479196","-5,92794343916896","-1,6223546763033376"
1900-01-01 09:06:44.493,COM12,2024-09-20 13:51:49.304,"-0,019","-0,014","0,999","0,122","0,061","0,0","-0,906","1,066","168,173","213,798","-141,765","403,962","19,54",96529,"408,72",,,,,,,,,,,,,,"0,11","0,966","0,024011947618194973","-0,022918394912602738","-0,0068859514101706765","-2,181808920784388","-5,994074741504013","-1,6395023268698277"
1900-01-01 09:06:44.587,COM12,2024-09-20 13:51:49.404,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,906","1,06","168,173","213,798","-141,765","403,975","19,55",96530,"408,64",,,,,,,,,,,,,,"0,094","0,965","0,013196754205566097","-0,022707904659440656","-0,0069050072917100636","-2,193100635634119","-6,050787592363175","-1,654216786361985"
1900-01-01 09:06:44.695,COM12,2024-09-20 13:51:49.504,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,912","1,055","168,173","213,824","-141,791","403,975","19,60",96530,"408,64",,,,,,,,,,,,,,"0,108","0,965","0,012569324148043653","-0,021527068699946056","-0,00690451031438144","-2,2059274866518406","-6,116198129760464","-1,6712032953059621"
1900-01-01 09:06:44.787,COM12,2024-09-20 13:51:49.604,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,912","1,049","168,173","213,811","-141,791","403,975","19,57",96530,"408,64",,,,,,,,,,,,,,"0,092","0,965","0,01156412884329544","-0,02131657805056901","-0,006923368995238377","-2,216756184658185","-6,1720986406895895","-1,6857318838015627"
1900-01-01 09:06:44.895,COM12,2024-09-20 13:51:49.704,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,917","1,044","168,173","213,811","-141,791","403,962","19,55",96530,"408,64",,,,,,,,,,,,,,"0,108","0,965","0,010901659274768244","-0,02030331445529858","-0,006925341269436558","-2,2293409775379387","-6,237957797466196","-1,702867960520443"
1900-01-01 09:06:44.989,COM12,2024-09-20 13:51:49.804,"-0,019","-0,014","0,999","0,0","0,0","0,0","-0,917","1,038","168,173","213,811","-141,778","403,975","19,54",96529,"408,72",,,,,,,,,,,,,,"0,094","0,966","0,01970646184502295","-0,0200928233609413","-0,006944002754583067","-2,240120282080862","-6,295457196329348","-1,7178440511692896"
1900-01-01 09:06:45.096,COM12,2024-09-20 13:51:49.904,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,917","1,038","168,173","213,837","-141,778","403,962","19,58",96529,"408,72",,,,,,,,,,,,,,"0,107","0,965","0,009896461845022936","-0,0200928233609413","-0,006944002754583067","-2,252277036915717","-6,361138682450787","-1,7349708051783863"
1900-01-01 09:06:45.189,COM12,2024-09-20 13:51:50.004,"-0,019","-0,014","0,999","0,0","0,0","0,0","-0,923","1,033","168,173","213,824","-141,778","403,962","19,58",96530,"408,64",,,,,,,,,,,,,,"0,093","0,966","0,019079030469789704","-0,018911990341612353","-0,0069429798288229705","-2,262678173779703","-6,418389899071082","-1,7499167253178975"
1900-01-01 09:06:45.298,COM12,2024-09-20 13:51:50.104,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,923","1,027","168,173","213,824","-141,778","403,975","19,55",96529,"408,72",,,,,,,,,,,,,,"0,109","0,965","0,008263831242257408","-0,018701498870793545","-0,0069614441127878735","-2,27477057096603","-6,48571297987607","-1,7675166954741837"
1900-01-01 09:06:45.391,COM12,2024-09-20 13:51:50.204,"-0,02","-0,014","0,999","0,0","0,0","0,0","-0,923","1,022","168,173","213,824","-141,778","403,988","19,55",96529,"408,72",,,,,,,,,,,,,,"0,093","0,965","0,007426163777375677","-0,018526089009832117","-0,0069767488618008855","-2,2850237084822025","-6,543314005734264","-1,782593525673572"
1900-01-01 09:06:45.499,COM12,2024-09-20 13:51:50.304,"-0,019","-0,014","0,999","0,0","0,0","0,0","-0,923","1,022","168,173","213,824","-141,778","404,001","19,55",96529,"408,72",,,,,,,,,,,,,,"0,108","0,966","0,01723616377737569","-0,018526089009832117","-0,0069767488618008855","-2,2967295352415227","-6,610421607936313","-1,8001834794780376"
